query_id	doc_id	relevance
thrombosis_q007	6d7a5872d657d2d0b22085af89c572f4856a70ce9b801ca4fc40876c77bdf161	0
thrombosis_q007	750bfaf825a9fe4c0c6eb6aaaf564e08aae59ee6d0a15dcb783d87291989cc65	2
thrombosis_q007	79c92f65e5f440d669c7601c6c561ed3ab405dc2a30b4c5fc36de441eb9f6db4	0
thrombosis_q007	87c30aa44ab58b3e7e7a891df6390965d237508e5fa1f5103d301d6095800a14	1
thrombosis_q007	8c72da21093bb5ec518c31d07f3fe78b44e52f642accade4094c1da6de3ede13	0
thrombosis_q007	92ea200f22e75df11f5eff99d3dfa4a60912f788cec25321e52559f8eeb53497	1
thrombosis_q007	b384c6376a4434c595c2635de48d51184ae904e56a9b3a9d4f14f4e536a775ce	0
thrombosis_q007	c3fc14afcb052a26bddc7d7d15a6c10f089e9377efe1bccb305c1a2654849375	2
thrombosis_q007	d05d7da90ae59cf9d6f2ab403d2a386890ed95ad77ca3288e316028f392a8956	0
thrombosis_q007	d3b4814d81d54391e7e400aa869fc7b8d57749c008ef833eea60368d45cad09a	2
thrombosis_q007	e5b908886584711b64e8e51a8ad5ec4d4bc7e94d76bf80d24a001eca5c62e6ba	0
thrombosis_q007	eb9e84bc18d3c5d847d2c52b09262cd627795d6168d79864156abc5e0a597e28	2
thrombosis_q008	568cbdc01081bfaef588876c739166dddc73e89d2e2553958f53ad2e35f89e7b	0
thrombosis_q008	62792a0c57ffc2d4029c2ea291b70894a29911abeaca85412d5c47dce4a7bb56	1
thrombosis_q008	704029ebd54e67e1dd3ff09fb4716b7568a9a9c2e46d5d8632ad6aeddc60c8a4	2
thrombosis_q008	83ee17265937aa59c916cb477f55c0fb087d01ba1b0be9f438c75a3468269308	0
thrombosis_q008	8d452f503b591fea9d7b5654cede443219db1c84bd752c386db53d74b0091656	0
thrombosis_q008	b6f9e814b61f767cf698a9fbd5fe1e6bb74d00b990d23e06e343668da2f2d4fc	1
thrombosis_q008	ca099457b8a259605a5729214d1e3e61b3fa904134f80e8904dc014815260c80	0
thrombosis_q008	d3b4814d81d54391e7e400aa869fc7b8d57749c008ef833eea60368d45cad09a	2
thrombosis_q008	e5b749782ddc774bb9f8e9ce84fbe0cdc05c772910dbbc64ef4cc36ced260f8f	2
thrombosis_q008	eb8f7e80f9456bf1e78a423d99fc22b0765bf5a3703f691a682e73cdaf48d96e	0
thrombosis_q009	0c1b9c06ac6234d30dc31fc258e792b9b863d358b8cb78a33f6f9cfa04dbb44c	0
thrombosis_q009	2c17fb1d982e2e018e945836f50949efef8a613fbe679529a4aa34c99c470233	1
thrombosis_q009	3a6474e3726b2064d2f8ae19232462d1b5048d84f4bc0bc63513aee48481230a	0
thrombosis_q009	92ea200f22e75df11f5eff99d3dfa4a60912f788cec25321e52559f8eeb53497	2
thrombosis_q009	d05d7da90ae59cf9d6f2ab403d2a386890ed95ad77ca3288e316028f392a8956	0
thrombosis_q009	d3b4814d81d54391e7e400aa869fc7b8d57749c008ef833eea60368d45cad09a	2
thrombosis_q009	dae113078daa5ee33c500a0d4f8fc531a79c38859750a9f54e6a784f65a0be5b	0
thrombosis_q009	ea6183543696c6890a8ec3c8ef9ce15a1b617f37ecd5b3b5ba2e1863ca3c9aed	0
thrombosis_q010	13c6f21a64372ef38de11f45a99d85340e7ca9dae9937945063a418addc8ce8c	0
thrombosis_q010	5aecc28bed0c9bc09b4f942273c3f36267f9191ca5d726dc63c59523f7ed7faf	0
thrombosis_q010	6c7a332f7de78cd6f9c37a388f7f5dd39172fe6948ef0e1b670baf9c24768e2b	2
thrombosis_q010	8c988a47926e61863b4859f1518c1e95f39fdfe10d739b14ec1fedea71c8283a	1
thrombosis_q010	92df03e227b0590057df4354a667e1bdf84f9dca64521c06e41322d2a84c98d4	0
thrombosis_q010	94ad98b5a5216dcbec1c983d4400a0895012f3e17f588ea03e2222ed9be130c0	2
thrombosis_q010	9f6a8ab3ad2c43db91dc1b364f7836dcc33e85c3737d009c469e2bbb8a6c51b3	1
thrombosis_q010	b4de32da4311a05928fb8c53e0cf772e38c871a883ba9da5840fe0ed890371ec	2
thrombosis_q010	b5d2f03e949070639a4d3c14b01eb5c6e5e0ec9090ad459e819cbbb51e7d2cbe	0
thrombosis_q010	df60dbd44d423d8cc06f6b0c9c404e996975214cc2fb883163d1b7dbd77133d4	0
thrombosis_q010	e58523faf8fd1509c8b0998ee7a85d5c4f514fc4f65a98ec47c5b36dc8057a47	0
thrombosis_q010	f6c1b8557d69f0886a7b18a188a958bea959eb1de4ebd20339e00fef989f9e6b	2
thrombosis_q010	fd1d345780186934737e4afa37a0c03f32957439e1a6554b5d4efbf3f16897f8	0
thrombosis_q011	3ec8df56467bd4a2488568343cbbc749dd95d8055a6d6a512a4d635a1d76e1bc	0
thrombosis_q011	560c189cde38bb43c638ff7cc564d0e2d8bcf59c7489b8484a085ab5ea7a1da7	1
thrombosis_q011	5930fbdafb5bb993fae94d5b6c02d0afa5ac094980286a037594174f18ebc91c	0
thrombosis_q011	5aecc28bed0c9bc09b4f942273c3f36267f9191ca5d726dc63c59523f7ed7faf	2
thrombosis_q011	5babbdda0e6c244740703475abdf6a1c70cb4338ae8b3ad555701fdb6f8bd63d	0
thrombosis_q011	6c7a332f7de78cd6f9c37a388f7f5dd39172fe6948ef0e1b670baf9c24768e2b	2
thrombosis_q011	6d7a5872d657d2d0b22085af89c572f4856a70ce9b801ca4fc40876c77bdf161	0
thrombosis_q011	84565fbe5381ce32eddb7330e759e67e973dc4f5b8c8e927b20a889954db4190	0
thrombosis_q011	87ccbd67e3729332b26b848c971969f294e268a98e02f34a88f30a9c34356c7b	0
thrombosis_q011	93970ba4ac3480e58d63e21bb9c499cc72404c17b50322dec167c04802c0d62a	0
thrombosis_q011	b5d2f03e949070639a4d3c14b01eb5c6e5e0ec9090ad459e819cbbb51e7d2cbe	1
thrombosis_q011	f6c1b8557d69f0886a7b18a188a958bea959eb1de4ebd20339e00fef989f9e6b	2
thrombosis_q012	4548b21f11908d75fa0170df07e249b3789e8e6c2ddb4da39f01b1fa892f0c7c	0
thrombosis_q012	4db3bb98fa0c6d4cd04438b46731e9e72ade872e124b2dfa0fd2fc683793b34d	0
thrombosis_q012	5aecc28bed0c9bc09b4f942273c3f36267f9191ca5d726dc63c59523f7ed7faf	0
thrombosis_q012	6c7a332f7de78cd6f9c37a388f7f5dd39172fe6948ef0e1b670baf9c24768e2b	2
thrombosis_q012	6d7a5872d657d2d0b22085af89c572f4856a70ce9b801ca4fc40876c77bdf161	0
thrombosis_q012	7c5f23f9718d957fed4820cc75dcf0abddb22883a68bb3ff16023835befeb243	0
thrombosis_q012	b5d2f03e949070639a4d3c14b01eb5c6e5e0ec9090ad459e819cbbb51e7d2cbe	1
thrombosis_q012	df60dbd44d423d8cc06f6b0c9c404e996975214cc2fb883163d1b7dbd77133d4	2
thrombosis_q012	e30297d16584176881fe0e5bbf484ec56149566412da946d433f0801a309ebf3	0
thrombosis_q012	e58523faf8fd1509c8b0998ee7a85d5c4f514fc4f65a98ec47c5b36dc8057a47	0
thrombosis_q012	f6c1b8557d69f0886a7b18a188a958bea959eb1de4ebd20339e00fef989f9e6b	2
thrombosis_q012	fcbe09495e22bef7092ed17df45eb7dfaf30d9fdf562edb593b66c2a8f2c61fa	1
thrombosis_q012	fcecd5f9ff0a34c31c48ecd82b7f3ac44cf28c0b82b945bfa4fb881b49e7a42b	0
thrombosis_q012	fd1d345780186934737e4afa37a0c03f32957439e1a6554b5d4efbf3f16897f8	0
thrombosis_q013	0f252725e87ee56913514a0cf6d11dd91b45eca67a3dc83d754541fb558d307e	2
thrombosis_q013	0f7db6ea66f51dbf2bef51a4467a961f721e6cb5159efd3dd0c71f395bb70f01	0
thrombosis_q013	349ad13334b55b6a7c28aeb769cbcc12d098402a517db6a3223699f724bf3d85	1
thrombosis_q013	37d095dd15aea201cb20f26c2a92b3576b5802c9fe9ce439d99e4816b45d0b7a	0
thrombosis_q013	411e0b86e714667d716848da2aec3618f5a1405bb328073b7fbc8f9d845f25cb	0
thrombosis_q013	4db3bb98fa0c6d4cd04438b46731e9e72ade872e124b2dfa0fd2fc683793b34d	2
thrombosis_q013	7c5f23f9718d957fed4820cc75dcf0abddb22883a68bb3ff16023835befeb243	0
thrombosis_q013	8e693d61d486a786e9b17f7ebb0ba62e8505c1672bdaddb8bb3ca74326bc4324	0
thrombosis_q013	98934eab14cfe0e0e72b4c14f24e71fde58c61634bcaa8b1b921b4c5477dfacc	2
thrombosis_q013	b14464c5c44456586e9845d9070c1bb7e24edc453b4b8cfe34258501cf27b3fa	0
thrombosis_q013	b22d7d78ecec555bcd3c5413202164abc8d0f778f4a76c8c0cb54f47e361280f	1
thrombosis_q013	e30297d16584176881fe0e5bbf484ec56149566412da946d433f0801a309ebf3	0
thrombosis_q013	e43a4ea68ad60a98cda09d4647cbd7c3884a3df657473b872daf290636a2a9c7	2
thrombosis_q014	0f252725e87ee56913514a0cf6d11dd91b45eca67a3dc83d754541fb558d307e	2
thrombosis_q014	1e25c6e0056d15869ecbf317f8b38430d13dfa179c6cc2895b91e3a91713466b	0
thrombosis_q014	2342a017ff6b3417ecbc56da4a242e91c0e9acda8b71244be7a1939a6efc3244	0
thrombosis_q014	2b047fa4ba251459885d07d887dbb28f617b4dab1339dfd402c5ea41739ac6d5	1
thrombosis_q014	349ad13334b55b6a7c28aeb769cbcc12d098402a517db6a3223699f724bf3d85	2
thrombosis_q014	4db3bb98fa0c6d4cd04438b46731e9e72ade872e124b2dfa0fd2fc683793b34d	0
thrombosis_q014	6a7297c139459ea921540a10f3351dbb3291e1f098a902d67117d328ba43492e	2
thrombosis_q014	9149c741fbeb202146396803352d27612b74c5bf475e5c28c272f083da3aa10d	1
thrombosis_q014	98934eab14cfe0e0e72b4c14f24e71fde58c61634bcaa8b1b921b4c5477dfacc	0
thrombosis_q014	b22d7d78ecec555bcd3c5413202164abc8d0f778f4a76c8c0cb54f47e361280f	1
thrombosis_q014	b2b74444a3e345db7c28ce6c07ae3d661516eee6233f0a709ea335aeac36eab5	0
thrombosis_q014	c23d9c39968f09bcc6181599c1158944264d764f2f378db2496564dc926bcb65	0
thrombosis_q014	d61231fefc359e9b0b47d5e72a1941de78e4b44135f3ec3ac187ca4eaf058b18	0
thrombosis_q014	e43a4ea68ad60a98cda09d4647cbd7c3884a3df657473b872daf290636a2a9c7	2
thrombosis_q014	edd8acf4bb2020318dad56b817d3cea3b425e2d27839dbe6e4b8b237e850d841	1
thrombosis_q015	0f7db6ea66f51dbf2bef51a4467a961f721e6cb5159efd3dd0c71f395bb70f01	2
thrombosis_q015	1e25c6e0056d15869ecbf317f8b38430d13dfa179c6cc2895b91e3a91713466b	1
thrombosis_q015	2342a017ff6b3417ecbc56da4a242e91c0e9acda8b71244be7a1939a6efc3244	0
thrombosis_q015	349ad13334b55b6a7c28aeb769cbcc12d098402a517db6a3223699f724bf3d85	2
thrombosis_q015	37d095dd15aea201cb20f26c2a92b3576b5802c9fe9ce439d99e4816b45d0b7a	1
thrombosis_q015	411e0b86e714667d716848da2aec3618f5a1405bb328073b7fbc8f9d845f25cb	0
thrombosis_q015	4db3bb98fa0c6d4cd04438b46731e9e72ade872e124b2dfa0fd2fc683793b34d	2
thrombosis_q015	529b15b8ec6694f413ff901f2a11b20dd5aaa7c5f3649d0200637a5360ad6d74	1
thrombosis_q015	6a7297c139459ea921540a10f3351dbb3291e1f098a902d67117d328ba43492e	2
thrombosis_q015	8e693d61d486a786e9b17f7ebb0ba62e8505c1672bdaddb8bb3ca74326bc4324	1
thrombosis_q015	98934eab14cfe0e0e72b4c14f24e71fde58c61634bcaa8b1b921b4c5477dfacc	0
thrombosis_q015	ab9410551dd661bd2f1be6f714d3ffcd855e8479257a1a96b106ebfb62b800f4	1
thrombosis_q015	b14464c5c44456586e9845d9070c1bb7e24edc453b4b8cfe34258501cf27b3fa	0
thrombosis_q015	c4ff333a675915a882ee01a28d3e48230658849fe4ed64bf822b7e95d76b5ede	1
thrombosis_q015	d61231fefc359e9b0b47d5e72a1941de78e4b44135f3ec3ac187ca4eaf058b18	1
thrombosis_q015	e43a4ea68ad60a98cda09d4647cbd7c3884a3df657473b872daf290636a2a9c7	2
thrombosis_q015	edd8acf4bb2020318dad56b817d3cea3b425e2d27839dbe6e4b8b237e850d841	2
thrombosis_q016	050b7512bca58c06f1024497ec265eed4f2817744784009c9227bd906f45b561	0
thrombosis_q016	117232fd2efc5492de1c7f54edd943cfb02b9943d35c0a7b692ec13cd14e8664	0
thrombosis_q016	1d38506037f52156bb81931fbf44ef67b697258a075be5dad1ab0e067f03f30e	1
thrombosis_q016	225a25aff125106917c6ca958a1a54caf027e995bbd64320a49f8256bc0b6349	0
thrombosis_q016	400994d6540b595396065acc38b69fadacb94a7ca09db1ab558ff96d94ce141c	0
thrombosis_q016	6b60b69adc10aae183fe40be7f4914b5e3225713c52c1ecdf94fb5d83f7aa924	1
thrombosis_q016	6efa008b910c39bc4b256b8999356c9bb10b0e78ece5bf2135f79e5eee971bfc	0
thrombosis_q016	7ae371dbc94de16664a762921832cdfc81371d2d198d5a583bd8fe3867b67368	1
thrombosis_q016	7ea13e4fc5d127adf3f1fa3c200da54461bd889aa3a140d9b3dfb9bf97c99f02	2
thrombosis_q016	a7b4b501b718cd65a7312295ee5886bb4b5aa36a34f245dc53a2076feab0eaf2	0
thrombosis_q016	e846a20b778d99e7d57a4cbe9fe841192703de752d21ba242fc03b9c1213132f	0
thrombosis_q017	187f5815c93241f7dbfa8bacbb0cb7bfadfe62457ad8f0f2e23e3f7bdcf3ab39	0
thrombosis_q017	400994d6540b595396065acc38b69fadacb94a7ca09db1ab558ff96d94ce141c	1
thrombosis_q017	613f0e41744c2728f19b13ffd9785510fe6bffc9a9eddf006e58c94e5206b1a8	0
thrombosis_q017	6b60b69adc10aae183fe40be7f4914b5e3225713c52c1ecdf94fb5d83f7aa924	1
thrombosis_q017	73b9f4692e8a79569cb45fedd8b22d3d4ec8e154a213014d5c64c73c0725853a	0
thrombosis_q017	7ea13e4fc5d127adf3f1fa3c200da54461bd889aa3a140d9b3dfb9bf97c99f02	2
thrombosis_q017	a7b4b501b718cd65a7312295ee5886bb4b5aa36a34f245dc53a2076feab0eaf2	1
thrombosis_q017	ad1904db9623bf48774eab86e673d7d0ef7da1b8daea06f0387055a1d2d041dd	0
thrombosis_q017	bdd9777c3738de8ddd647b258827b01847a0afc4ad351e284f253073771664bf	0
thrombosis_q017	dc8906e056e2e631b4a034522d1371ced63f9280bae80c4ec156ea6c0476cc2c	1
thrombosis_q018	187f5815c93241f7dbfa8bacbb0cb7bfadfe62457ad8f0f2e23e3f7bdcf3ab39	0
thrombosis_q018	400994d6540b595396065acc38b69fadacb94a7ca09db1ab558ff96d94ce141c	1
thrombosis_q018	68b1e3644d0c46c5a1cc433251aa6c0e9573302098a8f2dde7d1ebbd99cb941e	0
thrombosis_q018	6b60b69adc10aae183fe40be7f4914b5e3225713c52c1ecdf94fb5d83f7aa924	1
thrombosis_q018	7ea13e4fc5d127adf3f1fa3c200da54461bd889aa3a140d9b3dfb9bf97c99f02	2
thrombosis_q018	a7b4b501b718cd65a7312295ee5886bb4b5aa36a34f245dc53a2076feab0eaf2	0
thrombosis_q018	dc8906e056e2e631b4a034522d1371ced63f9280bae80c4ec156ea6c0476cc2c	0
thrombosis_q019	014cfb395d23d8754a26e6ae9c9ca9b2dec2bbbcb0b21f14930c349c23b9cbeb	2
thrombosis_q019	082b89da45be1c4bc82dcb86d0c5f08aeef1d5caddb99fda0eab506ca6f2d7c1	0
thrombosis_q019	53fc81363bb95a19e38c137e3412f22b69fb094c1a0efc4590d18c1ddc28e4ba	1
thrombosis_q019	59325a161c2d8e5de8f8df4e2207f614b18e89e814625fb9e9bee8d1bda44bf0	2
thrombosis_q019	61ca0b7242ae2b4b977820320c670157182b2582e7b2c443a4e3a7f28b744871	0
thrombosis_q019	6d7a5872d657d2d0b22085af89c572f4856a70ce9b801ca4fc40876c77bdf161	0
thrombosis_q019	7199853782a98e703251fb2ce98aa788468d07d1679849ebc495b63facae681a	2
thrombosis_q019	84565fbe5381ce32eddb7330e759e67e973dc4f5b8c8e927b20a889954db4190	0
thrombosis_q019	9a4619868c6331289d2d4eb2b3b6195bfd91e855c273f0c3359712f130402a21	1
thrombosis_q019	a3a69f9db2abd2664c6f06a13a3304f74369da3303678d5f14e548105c00da92	0
thrombosis_q019	b5125c81113bf3874ae58704e2ffd73f91fe091f768478e12092bea289546cfa	2
thrombosis_q019	dd356d7e1fb97a3ad978a06baa3f2b927183597990f8a325a45c90864787e3ec	0
thrombosis_q019	e0a0b84bde72e888e8ab3da45e45ef51e1c9433c6e28806e8556be46fbb6c972	2
thrombosis_q020	082b89da45be1c4bc82dcb86d0c5f08aeef1d5caddb99fda0eab506ca6f2d7c1	2
thrombosis_q020	21ddf6a8b8210415ed387b435288dc047c4257582775db585506aa45c0f7b0b0	0
thrombosis_q020	53fc81363bb95a19e38c137e3412f22b69fb094c1a0efc4590d18c1ddc28e4ba	2
thrombosis_q020	58ed7139349528a562713aba3e044f68f28c35d7276960cfa86f3b0f1e028e56	1
thrombosis_q020	59325a161c2d8e5de8f8df4e2207f614b18e89e814625fb9e9bee8d1bda44bf0	2
thrombosis_q020	61ca0b7242ae2b4b977820320c670157182b2582e7b2c443a4e3a7f28b744871	0
thrombosis_q020	7199853782a98e703251fb2ce98aa788468d07d1679849ebc495b63facae681a	2
thrombosis_q020	80ff1fb76683668a03345e2f5daf1c39f7dc84597598d28b509d623aff67278c	1
thrombosis_q020	9a4619868c6331289d2d4eb2b3b6195bfd91e855c273f0c3359712f130402a21	1
thrombosis_q020	a3a69f9db2abd2664c6f06a13a3304f74369da3303678d5f14e548105c00da92	0
thrombosis_q020	b5125c81113bf3874ae58704e2ffd73f91fe091f768478e12092bea289546cfa	2
thrombosis_q020	e0a0b84bde72e888e8ab3da45e45ef51e1c9433c6e28806e8556be46fbb6c972	1
thrombosis_q021	3bd49a1eb6b81bfeee07bf08b41a16e1007921432c10c545bd611c0e1db6ca5e	0
thrombosis_q021	59a970ce3a674b8b843b8c8d5fd15c8028fa9de1af79fd589922ca609994db6e	1
thrombosis_q021	5f286d6b4b9381ccb6882e797a4ccb9ad36920bd775de6986b35d0f1544aa31f	2
thrombosis_q021	600ac93baa3b66d29a42b564f753d6db9cb5c58ded98106a84b27bcfbd26dac2	0
thrombosis_q021	654bc2141902687c9325cd6fbfcdfb0a6b42303ab20ecaed74c80bff00c5d242	1
thrombosis_q021	6c4d0a7473468c87812d67d7119aed406f63089a1229f8d7f3fd74ccab2bf072	0
thrombosis_q021	886d1bbda77e52cf7833be6afc63c23a4cdc0cd24f85dde90b8087323ce40b31	0
thrombosis_q021	8edfa822bc0437756e2875d5871cee5124bd82c890904e121697e8272fd3d420	2
thrombosis_q021	a01794bf7974f8481fc90723194690bbc7ef8d064687827873f01d7e9c081757	1
thrombosis_q021	bf095d4fdd8647fd03e451ffbf154fc40d7877ca577fb49dc1f660980a5387c8	2
thrombosis_q021	c0236184d7043ba7e7863bffd0e79e5835c1c7777e567c452d93387b6a547a17	0
thrombosis_q021	c87b892721821dc95a921a0b4afbe6466e5a25b9bc9241bbd4f12ae4b9eeb2c3	1
